,track_name,album,artist_name,release_date,duration_ms,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
1044,Sojourn,Introducing Kenny Cox And The Contemporary,Kenny Cox,2007-01-01,396653,6,0.476,0.638,0.503,0.0116,0.254,-10.063,0.0327,79.543,0.14
1045,Venice Bitch,Venice Bitch,Lana Del Rey,2018-09-18,576346,0,0.388,0.916,0.296,0.267,0.105,-13.04,0.0301,78.785,0.294
1046,"My Angel Rocks Back and Forth - Live at Hultsfred Festival, 18th June 2004","Live at Hultsfred Festival, 18th June 2004",4TLR,2004-06-18,396711,4,0.277,0.137,0.661,0.942,0.222,-11.478,0.146,107.923,0.129
1047,Sound Control - Remix,Sound Control,Randall,1994,387374,0,0.353,0.00153,0.791,0.884,0.195,-10.685,0.0535,159.943,0.563
1048,Volume 2A,Basement Records & Street Beats present The Truper & Sentinel Projects,The Truper,2015-09-21,366115,0,0.649,0.0758,0.906,0.882,0.0658,-7.308,0.119,159.651,0.315
1049,Untitled A2,Workshop 25,D Man,2018-08-31,196925,6,0.772,0.898,0.235,0.645,0.0865,-12.19,0.0729,90.01,0.824
1050,Shabaaz Qalandar,Best of Reshma,Reshma,2010-01-10,334893,6,0.363,0.806,0.314,0.0,0.278,-14.015,0.0534,172.521,0.66
1051,Shahbaz Qalandar,Khyber Mail,Sohail Rana,1976-03-01,211293,5,0.55,0.262,0.721,0.918,0.0929,-10.814,0.0326,104.429,0.892
1052,Lady - Just Tha Beat Mix,Brown Sugar (Deluxe Edition),D'Angelo,1995-07-04,241840,35,0.749,0.0906,0.594,0.0,0.0849,-11.973,0.149,170.03,0.674
1053,"128 Harps - Live in Tokyo, 1st December 2013","Live in Tokyo, 1st December 2013",4TLR,2013-12-01,442337,7,0.509,0.144,0.77,0.179,0.313,-12.584,0.0538,128.043,0.363
1054,"Our Navigation - Live in Tokyo, 1st December 2013","Live in Tokyo, 1st December 2013",4TLR,2013-12-01,213722,5,0.371,0.535,0.801,0.881,0.31,-12.225,0.0471,128.025,0.482
1055,Suspirium,Suspirium,Thom Yorke,2018-09-04,201768,0,0.473,0.989,0.217,0.905,0.134,-15.662,0.032,151.002,0.441
1056,Rag Des,Call Of The Valley,Shivkumar Sharma,1995,366000,0,0.491,0.866,0.269,0.481,0.133,-19.28,0.0385,111.184,0.238
1057,"Two Thousand and Seventeen - Live at Funkhaus Berlin, 10th May 2018","Live at Funkhaus Berlin, 10th May 2018",4TLR,2018-05-10,497208,31,0.442,0.234,0.467,0.473,0.685,-10.612,0.0317,75.489,0.175
1058,Shot Gun Shack,Shot Gun Shack,Neneh Cherry,2018-08-30,237960,0,0.851,0.471,0.885,0.0,0.0729,-7.652,0.32,78.967,0.76
1059,carefree counter dronal,NTS Session 1,Autechre,2018-08-09,314082,0,0.646,0.874,0.808,0.593,0.123,-13.446,0.528,80.159,0.162
1060,Body Move - Edit,Body Move,Totally Enormous Extinct Dinosaurs,2018-08-31,215040,0,0.801,0.00181,0.766,0.811,0.085,-5.813,0.0676,125.013,0.216
1061,Warm It Up (With Love),Human,Brandy,2008-12-08,237520,29,0.659,0.00471,0.679,2.5e-05,0.197,-5.323,0.0401,110.019,0.0894
1062,Blue Eyes,Blanked / Blue Eyes,Pearson Sound,2010-11-22,334796,8,0.778,0.000363,0.604,0.72,0.0561,-12.229,0.0608,135.012,0.288
1063,Wear Me Down,Family Portrait,Ross from Friends,2018-07-27,319379,40,0.675,0.193,0.457,0.202,0.202,-9.528,0.227,125.0,0.27
1064,The Great Yawn,50 Synthesizer Greats,David Chesworth,1979-02-01,81734,0,0.276,0.989,0.233,0.94,0.0987,-18.065,0.0508,83.886,0.0291
1065,"Daughter - Live at Funkhaus Berlin, 10th May 2018","Live at Funkhaus Berlin, 10th May 2018",4TLR,2018-05-10,355267,10,0.529,0.763,0.693,0.0574,0.412,-11.089,0.551,80.916,0.806
1066,"LA Trance - Live at Funkhaus Berlin, 10th May 2018","Live at Funkhaus Berlin, 10th May 2018",4TLR,2018-05-10,537770,11,0.722,0.303,0.595,0.627,0.134,-9.83,0.0514,129.975,0.187
1067,Baby (You're so Sexy) - Sexy Dark Dub,Baby (You're so Sexy),Dem 2,2018-08-17,341855,0,0.788,0.0134,0.873,0.816,0.0353,-11.712,0.0982,130.009,0.84
1068,The Club,THIS IS THE ROOTS OF DUBSTEP VOL. 1,Various Artists,2012,330000,0,0.79,0.0267,0.885,0.735,0.421,-7.744,0.0921,136.027,0.811
1069,pete davidson,Sweetener,Ariana Grande,2018-08-17,73813,61,0.652,0.43,0.31,1.16e-05,0.182,-10.212,0.0509,119.913,0.304
1070,Desert,The Lost Tapes,CAN,2012-06-18,199626,0,0.709,0.875,0.132,0.606,0.114,-20.187,0.301,81.73,0.18
1071,Danse du rossignol,L'art de la lyre harmonique,Pierre-Jean Croset,2003-06-15,516006,4,0.328,0.945,0.0871,0.884,0.0791,-28.97,0.0508,117.958,0.0932
1072,Outside In - BBC Radio One 'Sounds Of The Seventies' Session,Inside Out (Expanded Version),John Martyn,2005-01-01,469520,3,0.405,0.814,0.415,0.854,0.0784,-15.03,0.0407,113.084,0.264
1073,Waterfall,Weather Report,Weather Report,1971,378306,20,0.41,0.93,0.382,0.0236,0.174,-14.879,0.0377,99.401,0.37
1074,Say When,Devotion,Tirzah,2018-08-10,247866,28,0.555,0.949,0.188,0.0221,0.358,-15.743,0.037,100.928,0.142
1075,Love Is For Always,Sub Underground #1,Sun Ra,1974,408025,19,0.263,0.97,0.269,0.689,0.141,-17.957,0.0321,65.703,0.251
1076,Om,Two,Woven Entity,2018-07-27,64519,2,0.535,0.779,0.318,0.441,0.104,-19.358,0.0702,65.767,0.378
1077,Agricultural Revolution,Agricultural Revolution / Al Asafir,Kamal Keila,2018-05-02,307500,0,0.545,0.394,0.734,0.0159,0.225,-6.828,0.0443,114.866,0.782
1078,Unglued,Objekt EP002,Objekt,2011-07-11,466973,12,0.701,0.00134,0.744,0.857,0.1,-9.027,0.155,129.031,0.409
1079,Action Break,Action Break / Low Blow,Boy 8-Bit,2016-11-04,285962,0,0.791,0.0069,0.573,0.855,0.135,-7.211,0.0886,127.967,0.418
1080,De Siegalizer,Appocolipto,Apple,2018-07-06,237307,21,0.575,0.123,0.845,0.834,0.0485,-5.676,0.214,129.468,0.465
1081,Noumou Foli,Poulo Warali,Awa Poulo,2017-01-20,264120,0,0.816,0.766,0.534,0.00489,0.115,-6.184,0.175,119.841,0.861
1082,Do You Know,Devotion,Tirzah,2018-08-10,217306,32,0.631,0.705,0.252,0.0829,0.134,-7.14,0.135,109.555,0.149
1083,Syn-anthesia,Cannonball Adderley Sextet In New York,Cannonball Adderley Sextet,2000-01-01,424200,2,0.298,0.863,0.0401,0.864,0.69,-23.314,0.0425,48.262,0.214
1084,Kong,Kong,Neneh Cherry,2018-08-01,264811,0,0.569,0.0572,0.514,0.0,0.284,-8.462,0.11,145.993,0.454
1085,Next Up 47,Next Up 47,Mixtape Madness,2018-08-02,166217,43,0.851,0.556,0.603,0.0,0.0631,-6.226,0.117,104.007,0.585
1086,Banteay Srey,Electronic Music from the Eighties and Nineties,Carl Stone,2018-06-22,849239,0,0.105,0.981,0.157,0.905,0.107,-20.098,0.0369,88.594,0.0873
1087,Always Ascending - Nina Kraviz House Remix,Always Ascending (Remixes),Franz Ferdinand,2018-01-30,205452,13,0.808,0.0105,0.431,0.901,0.0705,-12.099,0.154,127.065,0.858
1088,Pith,Here From Where We Are,Pariah,2018-07-13,292150,0,0.0989,0.231,0.122,0.758,0.108,-21.726,0.0356,85.603,0.0879
1089,Why We Fight,A Lazarus Taxon,Tortoise,2006-08-22,263226,12,0.592,0.39,0.773,0.817,0.0689,-12.556,0.045,115.658,0.673
1090,Envelop,The Magic Place,Julianna Barwick,2011-02-11,339800,29,0.0715,0.968,0.269,0.983,0.0707,-15.574,0.0393,76.561,0.0381
1091,Alley Flowers,Catalpa,Jolie Holland,2003-11-11,302400,15,0.406,0.932,0.143,0.0152,0.157,-24.459,0.0495,80.022,0.7
1092,Butterfly Effect,Butterfly Effect,Shinichi Atobe,2014-10-27,712774,30,0.359,0.923,0.491,0.93,0.0931,-14.425,0.0328,127.285,0.437
1093,Rainbow Warriors,Valley of Search,Alan Braufman,2018-04-13,179933,0,0.492,0.382,0.862,0.69,0.542,-9.554,0.0411,111.701,0.277
1094,Long Division,Steady Diet of Nothing,Fugazi,1991,132493,0,0.755,0.0799,0.812,0.854,0.0892,-8.522,0.0495,132.836,0.567
1095,Jupiter Variation,Interstellar Space (Expanded Edition),John Coltrane,1974,403733,11,0.387,0.265,0.779,2.28e-05,0.05,-11.792,0.436,80.183,0.361
1096,Bubbles,Stars / Time / Bubbles / Love,The Free Design,1970,137320,10,0.568,0.65,0.648,0.0,0.114,-8.949,0.0744,108.235,0.899
1097,Lazy Bones,Witch: We Intend to Cause Havoc!,WITCH,2011-05-22,242040,40,0.486,0.363,0.68,0.00481,0.0968,-8.808,0.0531,103.848,0.777
1098,Is It Because I'm Black? - Ja Mix,Everything I Own: The Lloyd Charmers Sessions 1971 to 1976,Ken Boothe,2016-02-19,209320,14,0.844,0.136,0.528,0.000127,0.0661,-10.329,0.0746,147.956,0.894
1099,Paul's Ark,The Cafe Extra-Ordinaire Story,Bobby Jackson,2010-07-05,204000,13,0.526,0.575,0.542,0.481,0.0998,-10.968,0.0296,117.023,0.701
1100,Pastoral Symphony,Pastoral Symphony,Richard Maxfield,2015-04-07,238880,2,0.42,0.728,0.868,0.37,0.321,-8.413,0.465,120.359,0.0695
1101,Misharank (Finale) - Instrumental (Live),Jazzmine - All That Is Best From The East And West,Ravi Shankar,1981-01-01,912440,2,0.52,0.646,0.526,0.000394,0.889,-12.172,0.1,88.518,0.557
1102,Quick Eternity - Four Tet Remix,Quick Eternity (Four Tet Remix),Daniel Avery,2018-07-06,561769,0,0.71,0.141,0.895,0.0505,0.363,-10.044,0.0647,126.003,0.747
1103,Arriving,You Are Enough,Bathing,2018-06-30,100157,2,0.378,0.784,0.942,0.855,0.245,-6.88,0.246,148.858,0.0388
1104,Seneca Falls,You Are Enough,Bathing,2018-06-30,452598,6,0.758,0.0818,0.433,0.41,0.0896,-17.262,0.0431,120.011,0.0487
1105,Boy You Should Listen,Make It Hot,Nicole,1998-08-14,263533,16,0.881,0.465,0.343,9.58e-05,0.0738,-7.548,0.0685,118.391,0.377
1106,There's A Break In The Road,Soul Jazz Records presents Betty Harris: The Lost Queen Of New Orleans Soul,Betty Harris,2016-10-07,171026,0,0.514,0.102,0.939,0.0343,0.0713,-7.221,0.273,163.093,0.887
1107,Untitled Original 11386 - Take 5,Both Directions At Once: The Lost Album (Deluxe Version),John Coltrane,2018-06-29,503173,17,0.448,0.386,0.432,0.0,0.0628,-14.468,0.0328,113.678,0.622
1108,INTRA-8,Intra,Mark Fell,2018-06-29,274537,5,0.316,0.813,0.39,0.909,0.175,-28.707,0.033,82.929,0.108
1109,Goodnight Morton,Radioactive Man,Radioactive Man,2001-09-17,230760,30,0.374,0.112,0.476,0.671,0.0897,-21.124,0.0409,155.015,0.0791
1110,Kosovo Hardcore,Parametr Perkusja,Bambounou,2018-06-22,361693,7,0.451,1.68e-06,0.967,0.845,0.0603,-7.184,0.117,173.302,0.363
1111,The River’s Tale,Alive in the East?,Binker and Moses,2018-06-22,229735,0,0.503,0.395,0.621,0.705,0.412,-12.505,0.0756,101.383,0.744
1112,Nims,Wet Will Always Dry,Blawan,2018-06-22,350577,12,0.697,0.00168,0.564,0.945,0.115,-11.525,0.0921,132.054,0.0371
1113,Black Narcissus,Power To The People [Keepnews Collection] (Remastered),Joe Henderson,1969,291653,0,0.325,0.945,0.17,0.573,0.124,-19.02,0.0383,84.744,0.253
1114,Limerence,Mono No Aware,Various Artists,2017-03-17,329361,0,0.32,0.887,0.324,0.202,0.119,-16.613,0.03,182.057,0.719
1115,Aldeia De Ogum,Feminina,Joyce Moreno,1980,274400,28,0.339,0.0127,0.917,0.000261,0.148,-8.892,0.102,132.421,0.737
1116,What About Us?,Full Moon,Brandy,2002-02-25,253200,46,0.686,0.263,0.698,0.0,0.39,-2.942,0.223,93.118,0.748
1117,Yugoslavia,Yugoslavia,Kaitlyn Aurelia Smith,2018-06-01,232139,0,0.254,0.523,0.379,0.00269,0.104,-11.489,0.0355,93.256,0.0772
1118,Manchester,Voids,Martyn,2018-06-22,281609,15,0.728,0.00325,0.975,0.799,0.248,-5.663,0.062,131.008,0.558
1119,Minute's To Midnight For This Planet,Earth,Emanative,2018-06-22,168466,6,0.701,0.0213,0.845,0.868,0.083,-10.07,0.0372,119.974,0.495
1120,Sonnengeflecht,Wenn der Südwind weht,Roedelius,1981,209840,25,0.363,0.771,0.485,0.961,0.159,-17.806,0.0513,101.055,0.2
1121,Things Have Got To Change (Part 1 & 2),Things Have Got To Change,Archie Shepp,1971-01-01,1013706,0,0.297,0.0265,0.733,0.000268,0.374,-12.096,0.211,108.097,0.247
1122,"Reunited (feat. GZA, Ol' Dirty Bastard, RZA & Method Man)",Wu-Tang Forever,Wu-Tang Clan,1997-06-03,321733,58,0.611,0.037,0.721,0.000116,0.184,-7.607,0.443,180.072,0.832
1123,GRIT,GRIT,WEN,2018-06-20,167819,4,0.777,0.0181,0.93,0.787,0.0611,-8.817,0.124,127.964,0.232
1124,Scubbu Babe,Spice,STL,2018-06-04,604819,0,0.792,0.0358,0.849,0.89,0.218,-11.957,0.0543,124.01,0.86
1125,Can I Have It Like That,In My Mind,Pharrell Williams,2006-01-01,235360,48,0.745,0.129,0.525,0.0,0.0811,-7.532,0.239,100.99,0.376
1126,Immersion,New Bodies,Tangents,2018-06-15,378863,0,0.212,0.894,0.541,0.927,0.208,-11.734,0.0487,106.429,0.0777
1127,Escape Music from City to Paradise,Visible Cloaks,Visible Cloaks,2014-01-03,720969,0,0.225,0.957,0.142,0.00453,0.159,-16.123,0.0349,146.814,0.039
1128,You Can Have Him,The Sensitive Sound of Dionne Warwick,Dionne Warwick,1965,211120,12,0.651,0.202,0.522,0.0,0.129,-13.653,0.0827,111.285,0.533
1129,Can't Let Go,RFG 2 - 80's Funk Music Rare Tracks (Rare Funky Groove),Various Artists,2012-09-03,207253,32,0.793,0.171,0.751,0.0598,0.084,-9.089,0.0634,122.496,0.94
1130,Rhythm Dance - Extended Version,People Be Happy / Rhythm Dance (Audion Remix),Kieran Hebden,2007-03-11,445666,3,0.56,0.28,0.891,0.0132,0.093,-8.091,0.174,132.841,0.375
1131,Cops Shot The Kid,NASIR,Nas,2018-06-15,167907,46,0.442,0.0264,0.71,0.0,0.618,-5.142,0.684,205.116,0.508
1132,Boxed In,Feeline / Boxed In,Roska,2008-02-28,268864,0,0.806,0.0146,0.868,0.405,0.0565,-6.955,0.0593,125.012,0.617
1133,Toys 2,Age Of,Oneohtrix Point Never,2018-06-01,278806,0,0.206,0.262,0.315,0.0632,0.186,-9.576,0.0334,81.062,0.0584
1134,Untitled Original 11383,Untitled Original 11383,John Coltrane,2018-06-08,341213,0,0.456,0.71,0.369,1.9e-06,0.296,-14.078,0.0401,111.717,0.613
1135,Flyby Vfr,Compro,Skee Mask,2018-05-15,328920,0,0.636,0.000369,0.878,0.873,0.374,-9.275,0.0917,136.129,0.214
1136,Slicing,Slicing,Randomer,2018-05-14,351394,6,0.773,1.18e-05,0.971,0.884,0.032,-7.85,0.0883,130.0,0.099
1137,The Games We Play,DAYTONA,Pusha T,2018-05-25,166120,62,0.694,0.0713,0.796,0.0163,0.096,-3.696,0.198,78.033,0.592
1138,Donnie and Laurie,Donnie & Laurie,Laurie Spiegel,2018-05-25,324222,0,0.394,0.000399,0.898,0.854,0.0688,-12.45,0.0432,150.234,0.46
1139,N.E.W.,LAGEOS,Actress,2018-05-25,254893,28,0.168,0.894,0.42,0.00446,0.0848,-9.811,0.0338,79.244,0.108
1140,Rev8617,Compro,Skee Mask,2018-05-15,224349,0,0.453,0.117,0.645,0.823,0.158,-12.358,0.0527,134.968,0.0932
1141,It Feels Like Floating,Hundreds of Days,Mary Lattimore,2018-05-18,691347,0,0.258,0.869,0.167,0.855,0.0745,-14.679,0.0332,67.167,0.0651
1142,Ol,Not For Threes,Plaid,1997-10-27,295533,0,0.792,0.285,0.796,0.936,0.076,-13.05,0.0608,126.855,0.145
1143,Pferd - Melchior Productions' Zodiac Mix,Steingarten (Remixes),Pole,2007-11-23,456804,9,0.89,0.00219,0.532,0.856,0.045,-11.902,0.276,120.007,0.601
1144,Systems Align,Transition 2 / Systems Align,Joy Orbison,2018-05-11,408013,13,0.71,0.126,0.805,0.893,0.108,-11.067,0.0584,125.989,0.128
1145,Afro Blue,Matchowé (Guinea),Momo Wandel Soumah,1996,448560,24,0.611,0.923,0.338,0.83,0.108,-16.346,0.037,105.092,0.752
1146,"We're a Winner - Live at The Bitter End, NYC",Curtis Live! (US Release),Curtis Mayfield,1971,287093,27,0.672,0.275,0.625,3.37e-05,0.965,-10.717,0.27,96.177,0.747
1147,Patterns,Sound Pieces,Oliver Nelson,1966-01-01,376093,0,0.265,0.498,0.65,4.15e-05,0.341,-9.741,0.0369,81.546,0.559
1148,Love On A Real Train,Dream Sequence,Tangerine Dream,1985-01-01,236573,44,0.576,0.973,0.275,0.941,0.0651,-23.139,0.0458,111.324,0.812
1149,OTT,OTT / ZTL,Anthony Naples,2018-05-11,510620,0,0.794,0.000412,0.944,0.917,0.0985,-6.016,0.0552,119.998,0.0378
1150,The Dress,Mary Magdalene (Original Motion Picture Soundtrack),Hildur Guðnadóttir,2018-03-23,91285,0,0.261,0.694,0.0571,0.0458,0.313,-26.33,0.0374,63.887,0.0418
1151,Transition 2,Transition 2 / Systems Align,Joy Orbison,2018-05-11,437011,17,0.655,0.0031,0.887,0.839,0.14,-9.366,0.0387,125.018,0.0338
1152,Never Saw Him Again,Never Saw Him Again,Mary Lattimore,2018-05-10,450362,0,0.36,0.903,0.292,0.89,0.0603,-13.298,0.0321,77.7,0.108
1153,Blue Train Lines - Nina Kraviz Tool 1,Love What Survives Remixes - Part 1,Mount Kimbie,2018-05-11,226764,0,0.822,0.00457,0.545,0.888,0.111,-17.022,0.0867,136.015,0.333
1154,Disco 2021,Singles,Sun Ra,2016-11-25,155268,0,0.343,0.165,0.471,0.918,0.105,-14.063,0.0349,191.612,0.601
1155,Slowburner,Slowburner,Swithold,2018-04-20,162346,0,0.649,0.307,0.792,0.285,0.267,-11.666,0.0447,92.699,0.868
1156,Battle Rhymes For Battle Times,Be With,Koushik,2005-07-26,162773,0,0.707,0.0856,0.84,0.837,0.239,-9.227,0.0527,99.975,0.547
1157,O Gato,Egberto Gismonti,Egberto Gismonti,1996-01-01,225093,13,0.367,0.846,0.776,0.953,0.146,-7.405,0.0504,130.464,0.799
1158,Tornado Brain (Villalobos Inretro Baby Remix),Tornado Brain,Beaver Sheppard,2018-01-17,788087,13,0.844,0.00131,0.795,0.269,0.131,-9.526,0.0725,128.0,0.864
1159,Transformational Gathering,Bathing,Bathing,2016-03-26,499200,4,0.819,0.162,0.439,2.41e-05,0.0896,-10.062,0.163,100.021,0.225
1160,Watercolour Challenge,Modeselektion Vol. 04 EP,Modeselektor,2018-04-18,247572,3,0.774,0.00902,0.835,0.832,0.0969,-9.533,0.0393,120.994,0.441
1161,Forever Begins - Instrumental,Finding Forever (instrumentals),Common,2007-01-01,456400,0,0.575,0.0133,0.479,0.306,0.0897,-11.032,0.0326,97.899,0.453
1162,Ralome,Rest Proof Clockwork,Plaid,1999-06-21,269240,0,0.525,0.971,0.138,0.858,0.105,-23.333,0.0433,161.957,0.267
1163,Triboli Gao,Garama,Doubling Riders,2015-08-17,287200,6,0.357,0.957,0.103,0.0342,0.0848,-16.75,0.0384,66.695,0.0583
1164,Coming Home,Conflict,Jimmy Woods Sextet,2015-07-01,361160,6,0.402,0.169,0.651,8.78e-06,0.291,-11.243,0.0564,110.981,0.559
1165,Bongo Lumbo,Spaced Out,'Thesda,2016-02-15,230943,0,0.479,0.154,0.653,0.000693,0.0853,-10.793,0.0368,154.547,0.642
1166,Les Trucks Du Moroir,Le Départ,Krzysztof Komeda,2005,181838,5,0.397,0.918,0.301,0.764,0.238,-13.311,0.0448,91.168,0.262
1167,Ups and Downs (Bonus Beat),Deeper,Freddie Gibbs,2013-09-24,151002,20,0.593,0.227,0.464,0.0114,0.582,-9.502,0.0371,82.803,0.487
1168,Quick Eternity,Song for Alpha,Daniel Avery,2018-04-06,515893,0,0.464,0.805,0.637,0.89,0.117,-16.62,0.102,125.97,0.107
1169,Ichso - Original Mix,Cadenza Music 10 Year Anniversary,Various Artists,2013-12-16,716133,5,0.811,0.00684,0.417,0.908,0.0985,-12.346,0.0586,130.12,0.533
1170,Plastic Energy Man,Live From A Shark Cage,Papa M,1999-10-25,336093,0,0.634,0.956,0.406,0.878,0.0758,-24.533,0.0513,180.039,0.316
1171,Anzu,The Book Room,Kilchhofer,2018-03-20,78155,0,0.631,0.993,0.146,0.141,0.65,-23.925,0.0798,120.101,0.682
1172,Iron Man,Everything Comes and Goes: A Tribute to Black Sabbath,Various Artists,2005,254026,0,0.93,0.0378,0.574,0.841,0.117,-12.554,0.0387,120.063,0.557
1173,Love Song,Sun Down Lady,Lani Hall,1972-01-01,191346,0,0.601,0.259,0.358,0.0735,0.105,-15.473,0.0534,73.344,0.479
1174,Chorus,Platform,Holly Herndon,2015-05-18,354642,0,0.646,0.244,0.403,0.836,0.145,-15.677,0.0421,121.869,0.234
1175,They'd Hang Upon My Every Word,The Projector,Simone Felice,2018-04-13,228026,0,0.594,0.0941,0.151,7.17e-06,0.212,-16.945,0.947,167.108,0.408
1176,Tremper,New Energy,Four Tet,2017-09-29,89402,35,0.219,0.946,0.533,0.185,0.804,-25.386,0.344,74.53,0.769
1177,Fog,Fog / Shrine,Flame 1,2018-03-30,313270,0,0.505,0.000421,0.853,0.234,0.312,-13.462,0.048,134.016,0.561
1178,A3,De Leon,De Leon,2018-03-09,321285,0,0.486,0.525,0.585,0.543,0.266,-14.269,0.0778,71.822,0.425
1179,Blue Train Lines - Nina Kraviz Main Mix,Blue Train Lines (Nina Kraviz Main Mix),Mount Kimbie,2018-03-22,486302,0,0.767,0.0799,0.79,0.895,0.184,-11.227,0.0823,136.001,0.0357
1180,arrpfaded,Improvisational Loops,Terekke,2018-02-28,127757,36,0.479,0.979,0.358,0.964,0.127,-32.973,0.0424,119.94,0.976
1181,Dub It,Hurt so Good (Bonus Track Edition),Susan Cadogan,1976-01-01,191280,23,0.654,0.452,0.441,0.726,0.106,-12.29,0.0402,88.834,0.313
1182,Strange Things,Strange Things,John Holt,2011-10-06,149773,0,0.807,0.511,0.626,9.32e-05,0.128,-5.85,0.293,80.933,0.778
1183,Estudio Nº 1,Sebastião Tapajos & Pedro Dos Santos,Sebastiao Tapajós,1972-03-03,228733,21,0.444,0.851,0.321,0.934,0.104,-20.136,0.0595,127.348,0.724
1184,Song for My Lady,Spiritual Jazz 5: The World,Various Artists,2014-09-01,254842,17,0.585,0.644,0.732,0.904,0.0935,-13.453,0.0346,107.645,0.826
1185,Autumn Signal,Joan La Barbara: Early Immersive Music,Joan La Barbara,2017-07-21,799825,4,0.563,0.947,0.168,0.574,0.251,-23.207,0.573,140.896,0.101
1186,Terracotta,Terracotta,Tangents,2018-03-28,473035,0,0.435,0.315,0.867,0.874,0.12,-13.032,0.0534,149.735,0.354
1187,Speaking in Tongues I,Weaving My Ancestors' Voices (Real World Gold),Sheila Chandra,1992,108826,0,0.694,0.501,0.256,0.00793,0.0768,-16.804,0.501,111.133,0.721
1188,My Queen Is Anna Julia Cooper,Your Queen Is A Reptile,Sons Of Kemet,2018-03-30,305120,0,0.784,0.405,0.33,0.788,0.101,-13.079,0.15,128.008,0.258
1189,Scene 6,Scenes,Michael Galasso,1983-04-01,441840,0,0.48,0.972,0.152,0.0732,0.0951,-16.308,0.0299,144.266,0.251
1190,Aiiight Chill,Hard To Earn,Gang Starr,1994-03-08,193226,27,0.877,0.0342,0.709,0.717,0.412,-9.948,0.227,96.48,0.416
1191,1994,The Further Adventures of Lord Quas,Quasimoto,2005-05-03,142333,0,0.838,0.00095,0.675,0.0,0.215,-6.533,0.19,105.232,0.597
1192,It Ain't Hard to Tell - Remix,Illmatic XX,Nas,2014-04-15,169586,37,0.78,0.00846,0.687,0.0,0.112,-8.193,0.259,91.288,0.551
1193,Astral Abuse,The Byg Deal,Various Artists,2009-10-12,307200,0,0.377,0.293,0.714,3.88e-05,0.539,-11.682,0.0394,132.441,0.424
1194,Glob,"Keys, Strings, Tambourines",Kenny Larkin,2008-09-02,457386,0,0.698,0.00962,0.851,0.388,0.106,-8.908,0.0887,124.936,0.451
1195,Module - Original Mix,DU DA LINE EP,Lost.Act,2016-08-29,441904,4,0.81,0.000288,0.583,0.937,0.0671,-15.711,0.0592,126.016,0.331
1196,Tanzen,1,Pole,2008-07-25,351026,12,0.719,0.0309,0.284,0.756,0.0967,-23.978,0.0663,120.02,0.186
1197,̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉,̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉,⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ,2018-03-15,362359,44,0.655,0.0337,0.8,0.888,0.0927,-11.549,0.0541,121.873,0.108
1198,Hello from the Edge of the Earth,Hello from the Edge of the Earth,Mary Lattimore,2018-03-12,214189,0,0.556,0.937,0.15,0.901,0.0788,-14.948,0.0449,103.602,0.18
1199,Blood Of An American,Blood of an American,Bobby Wright,2018-03-09,260600,0,0.39,0.953,0.122,0.271,0.111,-18.781,0.0309,146.222,0.115
1200,You Better Stop It,Cooler Than Ice: Arctic Records and the Rise of Philly Soul,Various Artists,2012-12-11,165106,0,0.46,0.0575,0.67,1.92e-05,0.0982,-6.067,0.0874,105.74,0.449
1201,Ta Tudo Ai,Black Rio Vol. 2 - Original Samba Soul 1968-1981,Various Artists,1976,151186,0,0.715,0.294,0.84,0.000171,0.147,-9.567,0.112,104.612,0.884
1202,Spanish Omigo,"Guns Don't Argue, The Anthology (1970-1977)",Dennis Alcapone,2017-05-18,175373,0,0.564,0.02,0.727,7.75e-05,0.117,-7.377,0.181,152.749,0.915
1203,My Brother,Gumba Fire: Bubblegum Soul & Synth Boogie in 1980s South Africa,Various Artists,2018-03-09,286000,0,0.791,0.341,0.657,0.0116,0.248,-9.707,0.0384,117.579,0.834
1204,Glueck,Acosta,Kilchhofer,2017-05-01,238860,0,0.231,0.99,0.0425,0.867,0.0866,-26.45,0.0376,169.654,0.178
1205,"Music For Mallet Instruments, Voices And Organ","Reich: Drumming, Music for Mallet Instruments, 6 Pianos",Steve Reich,1974-01-01,1111826,8,0.44,0.98,0.24,0.168,0.125,-21.655,0.0361,132.003,0.242
1206,Opal - Four Tet Remix,Opal (Four Tet Remix),Bicep,2018-03-07,494256,60,0.826,0.103,0.72,0.773,0.11,-9.582,0.119,127.011,0.287
1207,Emerald Rush - Edit,Emerald Rush,Jon Hopkins,2018-03-06,202226,0,0.716,0.000215,0.577,0.824,0.0924,-10.094,0.0446,106.998,0.349
