,track_name,album,artist_name,release_date,duration_ms,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
595,The Space of Two Weeks,Dialogue,Four Tet,1999-02-15,350600,18,0.833,0.375,0.595,0.903,0.119,-13.032,0.114,121.961,0.355
596,Chiron,Dialogue,Four Tet,1999-02-15,323626,18,0.565,0.272,0.675,0.777,0.108,-12.394,0.0533,170.063,0.435
597,Thirtysixtwentyfive,Thirtysixtwentyfive,Four Tet,1998-07-27,2185178,13,0.678,0.155,0.492,0.524,0.0792,-8.628,0.044,131.982,0.0901
598,An Argument,Barking to Gospel,Dog Unit,2020-06-19,443749,8,0.373,0.783,0.427,0.855,0.0819,-12.226,0.0299,138.85,0.154
599,Yoga,Yoga,645AR,2020-04-03,91200,43,0.864,0.038,0.613,0.0,0.123,-6.505,0.781,150.067,0.169
600,Green Street,Gremlinz (The Instrumentals 2003-2009),Terror Danjah,2009-09-28,214400,1,0.769,5.83e-05,0.735,0.741,0.137,-5.467,0.0716,144.792,0.534
601,Pricks,Grime MC,Jme,2020-06-01,211891,34,0.778,0.565,0.908,5.68e-06,0.206,-6.697,0.451,145.11,0.515
602,last days of the Montreal's summer you spoke softly 183,Pleasant Stay But I Wont Come Back,Machine Woman,2020-06-05,292231,10,0.776,0.0687,0.896,0.914,0.312,-9.133,0.0638,138.02,0.679
603,Arable,Unbroken Dreams Of light,Various Artists,2020-06-05,382868,3,0.79,0.257,0.824,0.929,0.116,-6.237,0.0539,127.994,0.686
604,Back2Black,Back2Black,King Britt,2020-06-05,460312,4,0.795,0.000463,0.816,0.915,0.106,-10.42,0.0723,127.985,0.343
605,West Abyssinia,King David's Melody - Classic Instrumentals & Dubs,Augustus Pablo,1983,200426,19,0.765,0.0479,0.569,0.885,0.104,-10.108,0.0399,121.991,0.653
606,High Times,Dubwise/Roots Underground,Tribesman Assault,2006-03-07,236852,8,0.623,0.0226,0.581,0.919,0.0852,-7.979,0.0726,143.202,0.432
607,Trials And Crosses,"12"""" Rulers - Linval Thompson",Various Artists,2008,396706,11,0.803,0.0821,0.433,0.000945,0.121,-10.447,0.177,138.052,0.82
608,Axe,Akai s950 Beats (1998-1999),Egon,2020-02-21,138106,10,0.552,0.0306,0.785,0.895,0.174,-11.618,0.0289,95.579,0.707
609,アフロ・ブルー,アフロ・ブルー,Dee Dee Bridgewater,2014-03-26,507133,0,0.38,0.411,0.612,0.00264,0.076,-8.403,0.0644,139.57,0.31
610,Things Have Got To Change,Things Have Got To Change,Archie Shepp,1971-01-01,1013706,12,0.297,0.0265,0.733,0.000268,0.374,-12.096,0.211,108.097,0.247
611,Left Alone,Remember 1959-1961 Vol.2,Abbey Lincoln,2013-11-16,488213,0,0.406,0.764,0.221,0.0674,0.0893,-12.937,0.0549,132.536,0.0497
612,Domiabra,The Black Ark,Noah Howard,2012-04-17,632506,6,0.334,0.125,0.702,0.132,0.277,-11.408,0.099,90.979,0.338
613,Black Rhythm Happening - Remastered,Black Rhythm Happening,Eddie Gale,1969,177146,17,0.593,0.431,0.669,2.6e-06,0.0844,-11.643,0.0623,121.055,0.646
614,After Birmingham,Boss Soul: 12 Poems by Sarah Webster Fabio,Sarah Webster Fabio,1972-01-01,141800,3,0.685,0.882,0.051,6.25e-05,0.104,-24.684,0.235,142.347,0.217
615,Long Time Black,Soul Jazz Records Presents STEVE REID: Nova,Steve Reid,2019-02-15,482706,5,0.397,0.00223,0.355,0.545,0.123,-12.786,0.0472,145.073,0.34
616,Black Woman,Black Woman,Sonny Sharrock,1969,314000,23,0.169,0.0111,0.725,0.0,0.104,-10.903,0.0623,114.525,0.196
617,Universal Consciousness,Universal Consciousness,Alice Coltrane,1971-01-01,302093,20,0.169,0.0288,0.87,0.693,0.0645,-8.669,0.227,82.44,0.307
618,Fanfare for the Warriors,Fanfare For The Warriors,Art Ensemble Of Chicago,1974,478600,7,0.202,0.18,0.755,0.00806,0.359,-11.329,0.0841,68.277,0.199
619,Legacy - Rudy Van Gelder Edition/2006 Digital Remaster,Compulsion,Andrew Hill,2007-01-01,348560,7,0.574,0.752,0.699,0.455,0.0856,-11.025,0.0726,123.821,0.501
620,Black Unity,Black Unity,Pharoah Sanders,1997-01-01,2241200,0,0.29,0.369,0.753,0.128,0.689,-12.618,0.078,137.469,0.452
621,̟̞̝̜̙̘̗̖҉̵̴̨̧̢̡̼̻̺̹̳̲̱̰̯̮̭̬̫̪̩̦̥̤̣̠҈͈͇͉͍͎͓͔͕͖͙͚͜͢͢͢͢͢͢͢͢͢͢͢͢͢͢ͅ ఠీੂ೧ູ࿃ूੂ✧ළʅ͡͡͡͡͡͡͡͡͡͡͡(ƪ❍⊁◞..◟⊀ ̟̞̝̜̙̘̗̖҉̵̴̨̧̢̡̼̻̺̹̳̲̱̰̯̮̭̬̫̪̩̦̥̤̣̠҈͈͇͉͍͎͓͔͕͖͙͚͜͢͢͢͢͢͢͢͢͢͢͢͢͢͢ͅ,ooo ̟̞̝̜̙̘̗̖҉̵̴̨̧̢̡̼̻̺̹̳̲̱̰̯̮̭̬̫̪̩̦̥̤̣̠҈͈͇͉͍͎͓͔͕͖͙͚͜͢͢͢͢͢͢͢͢͢͢͢͢͢͢ͅ oʅ͡͡͡͡͡͡͡͡͡͡͡( ؞ৢ؞ؙؖ⁽⁾˜ัิีึื์๎้็๋๊⦁0 ̟̞̝̜̙̘̗̖҉̵̴̨̧̢̡̼̻̺̹̳̲̱̰̯̮̭̬̫̪̩̦̥̤̣̠҈͈͇͉͍͎͓͔͕͖͙͚͜͢͢͢͢͢͢͢͢͢͢͢͢͢͢ͅ ఠీੂ೧ູ࿃ूੂ,⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ,2020-05-29,337500,35,0.728,0.424,0.576,0.722,0.103,-9.871,0.0387,127.981,0.0987
622,Islas Canarias,I Can Hear the Birds,Totally Enormous Extinct Dinosaurs,2020-05-27,190746,11,0.204,0.98,0.223,0.888,0.309,-16.856,0.0475,92.732,0.206
623,SKYBOX,WUNNA,Gunna,2020-05-22,178093,56,0.78,0.132,0.635,0.0,0.1,-7.917,0.17,140.997,0.371
624,Drawing a Blank,Dislocation Songs,Awkward Corners,2020-05-22,157500,4,0.863,0.0839,0.433,0.507,0.0861,-17.032,0.096,116.452,0.849
625,Acid Skittles,Session Fries,Alex Bonney,2018-05-18,164516,2,0.391,0.514,0.606,0.957,0.21,-12.605,0.0387,111.645,0.228
626,Lookin Glass,The Quadraplex EP,DJ Food,2001-02-01,440066,7,0.436,0.085,0.568,0.89,0.0886,-11.79,0.0504,119.27,0.171
627,࿃ूੂ࿃ूੂੂ࿃ूੂOOOOOOOOOOOO ̟̞̝̜̙̘̗̖҉̵̴̨̧̢̡̼̻̺̹̳̲̱̰̯̮̭̬̫̪̩̦̥̤̣̠҈͈͇͉͍͎͓͔͕͖͙͚͜͢͢͢͢͢͢͢͢͢͢͢͢͢͢ͅ ooooooooo,ooo ̟̞̝̜̙̘̗̖҉̵̴̨̧̢̡̼̻̺̹̳̲̱̰̯̮̭̬̫̪̩̦̥̤̣̠҈͈͇͉͍͎͓͔͕͖͙͚͜͢͢͢͢͢͢͢͢͢͢͢͢͢͢ͅ oʅ͡͡͡͡͡͡͡͡͡͡͡( ؞ৢ؞ؙؖ⁽⁾˜ัิีึื์๎้็๋๊⦁0 ̟̞̝̜̙̘̗̖҉̵̴̨̧̢̡̼̻̺̹̳̲̱̰̯̮̭̬̫̪̩̦̥̤̣̠҈͈͇͉͍͎͓͔͕͖͙͚͜͢͢͢͢͢͢͢͢͢͢͢͢͢͢ͅ ఠీੂ೧ູ࿃ूੂ,⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ,2020-05-29,301935,41,0.692,0.7,0.629,0.963,0.19,-13.211,0.0546,123.983,0.653
628,Never Come Back - Four Tet Remix,Never Come Back (Four Tet Remix),Caribou,2020-05-14,465937,0,0.754,0.613,0.955,0.863,0.105,-8.795,0.0402,128.005,0.461
629,Trench Town Rock,Africa Unite: The Singles Collection,Bob Marley & The Wailers,2005-11-07,207813,0,0.771,0.192,0.622,0.0,0.479,-6.95,0.346,74.798,0.606
630,"Trenchtown Rock - Live At The Lyceum, London/1975",Live!,Bob Marley & The Wailers,1975-01-01,263266,38,0.421,0.426,0.619,0.0017,0.97,-9.703,0.0703,81.944,0.805
631,Trenchtown Rock - Live At The Roxy Theatre,Live At The Roxy - The Complete Concert,Bob Marley & The Wailers,2003-01-01,295733,41,0.755,0.586,0.57,0.0,0.993,-7.334,0.0995,134.436,0.877
632,I'm God,Instrumental Relics,Clams Casino,2020-04-24,277710,74,0.529,0.0711,0.641,0.76,0.102,-6.78,0.0336,141.927,0.089
633,@ MEH,@ MEH,Playboi Carti,2020-04-16,166799,62,0.876,0.0136,0.492,0.000283,0.0678,-8.11,0.153,151.044,0.4
634,Idontknow,Idontknow,Jamie xx,2020-04-15,321502,0,0.506,0.513,0.714,0.871,0.053,-7.802,0.291,160.065,0.719
635,Layle - Boys Noize Remix,Layle (Boys Noize Remix),Omar Souleyman,2020-04-24,192352,0,0.783,0.00242,0.802,0.604,0.0794,-7.772,0.176,136.0,0.603
636,Anything with You,What Comes Next (Music from Season 2),Holly Hobbie,2019-11-22,196000,6,0.734,0.0228,0.723,0.0,0.0933,-9.193,0.14,120.02,0.599
637,SaintLaurentYSL - The Martinez Brothers Re-Edit,SaintLaurentYSL (The Martinez Brothers Re-Edit),Lil Yachty,2019-04-10,363636,52,0.896,0.000632,0.721,0.131,0.0725,-5.891,0.204,131.992,0.648
638,Technology Corridor,Trans Am,Trans Am,1996-01-30,50426,14,0.665,0.775,0.134,0.946,0.114,-26.213,0.0496,103.012,0.649
639,XI,I-XI,Rioter,2019-11-11,236363,4,0.731,0.163,0.596,0.861,0.114,-13.635,0.0552,132.015,0.524
640,Track 4,Directions in Music,Directions,1996-04-25,293626,9,0.56,0.358,0.811,0.787,0.113,-8.972,0.0721,154.679,0.14
641,Little Harp,People Patterns,Short Bloom,2018-12-14,186569,3,0.535,0.958,0.361,0.902,0.101,-18.861,0.0556,141.999,0.153
642,Roping 1,Spine River: The Guitar Music of Wall Matthews (1967-1981),Wall Matthews,2020-04-10,179848,6,0.165,0.805,0.171,0.873,0.0906,-20.945,0.0353,95.803,0.256
643,Thank You - 2008 Remaster,Bonnie Raitt (2008 Remaster),Bonnie Raitt,1971,170800,58,0.67,0.793,0.279,0.00879,0.109,-15.589,0.0289,77.82,0.552
644,Gurbet,Yorumcu,Özdemir Erdoğan,1989,206506,60,0.642,0.4,0.477,0.0177,0.143,-15.201,0.0349,90.638,0.932
645,It Never Entered My Mind,Workin' With The Miles Davis Quintet,Miles Davis Quintet,1959,323186,58,0.476,0.892,0.217,6.09e-05,0.0966,-10.75,0.0308,116.079,0.121
646,The Green Country (New England Mood),Trav'lin' Light,The Jimmy Giuffre Trio,2013-01-01,190586,4,0.256,0.995,0.00336,0.904,0.1,-30.015,0.0385,66.469,0.275
647,Green,Sixteen Oceans,Four Tet,2020-03-13,228027,33,0.533,0.96,0.364,0.873,0.163,-16.2,0.0381,127.944,0.177
648,Eris & Dysnomia,Blizzards,Nathan Fake,2020-04-03,457293,9,0.681,0.661,0.851,0.173,0.104,-5.839,0.0535,135.05,0.523
649,Smoke (feat. Jamie xx),GANG,Headie One,2020-04-03,228793,43,0.659,0.0409,0.904,0.553,0.169,-6.154,0.114,136.091,0.4
650,Bias - Mayfield Depot Mix,Bias,Floating Points,2020-04-07,642432,26,0.641,0.0656,0.813,0.898,0.132,-8.339,0.0597,145.974,0.394
651,Fidelity,Number One Slugger,Nikki Nair,2020-04-03,284459,6,0.751,0.000606,0.609,0.885,0.459,-12.62,0.0574,121.008,0.0608
652,Queen Bitch Pt. 2 (feat. Puff Daddy),The Notorious K.I.M.,Lil' Kim,2000-06-16,237933,12,0.889,0.0685,0.904,0.0,0.0943,-4.015,0.304,83.748,0.705
653,Don't You Care,Alice Clark,Alice Clark,1972-05-18,169984,27,0.353,0.628,0.88,8.8e-06,0.248,-6.614,0.142,186.426,0.858
654,I Done Told You Baby,"Soul Power, Vol. 2",Various Artists,2019-07-15,183547,19,0.364,0.325,0.471,0.000114,0.219,-7.794,0.0335,152.908,0.727
655,Save Me,Florida Funk,Various Artists,2006,186920,15,0.436,0.0424,0.768,0.0,0.271,-10.434,0.035,105.823,0.921
656,El Cumbanchero,Palo Congo,Sabu,1957,339960,21,0.598,0.855,0.632,0.485,0.17,-15.084,0.0443,147.8,0.826
657,The Ice Cream Man,Solo / Quartet,Bobby Hutcherson,1982-01-01,420960,4,0.456,0.899,0.0815,0.878,0.0839,-23.984,0.0464,76.096,0.0651
658,Deep Purple,The Jimmy Giuffre Clarinet,Jimmy Giuffre,1956,278000,12,0.427,0.99,0.086,0.627,0.152,-16.516,0.0356,78.378,0.388
659,School,Sixteen Oceans,Four Tet,2020-03-13,242081,40,0.645,0.00417,0.741,0.576,0.0372,-8.488,0.0507,129.302,0.765
660,Salad Days,Salad Days,Minor Threat,1985,166120,0,0.358,0.0012,0.947,0.243,0.157,-7.884,0.169,150.7,0.194
661,Fusion Swirl,Suite for Max Brown,Jeff Parker,2020-01-24,332447,0,0.297,0.658,0.738,0.34,0.119,-10.415,0.0631,75.597,0.04
662,New Generation,Florida Funk,Various Artists,2006,145466,33,0.692,0.149,0.696,0.0614,0.212,-10.526,0.139,90.43,0.95
663,Lembur Kuring,Yanti Bersaudara,Yanti Bersaudara,1971,180185,0,0.407,0.107,0.558,0.00102,0.372,-13.268,0.115,141.612,0.543
664,You're Slipping Away,You're Slipping Away,24 Carat Black,2020-03-24,345480,0,0.695,0.951,0.495,0.873,0.0992,-12.937,0.0493,95.342,0.881
665,Fields - Claro Intelecto Remix,Images (Remixes),Synkro,2020-01-31,360716,4,0.806,0.00265,0.596,0.835,0.113,-13.096,0.0529,122.032,0.136
666,Insect Near Piha Beach,Sixteen Oceans,Four Tet,2020-03-13,315732,37,0.733,0.0428,0.841,0.885,0.0875,-10.309,0.0993,131.003,0.121
667,Mama Teaches Sanskrit,Sixteen Oceans,Four Tet,2020-03-13,264207,31,0.325,0.979,0.0343,0.941,0.0818,-23.749,0.0442,128.177,0.0684
668,Scuzzy,Scuzzy,Nikki Nair,2020-03-06,347009,17,0.817,0.00902,0.937,0.467,0.642,-9.784,0.128,144.978,0.556
669,Gymnase Chaos,Gymnase Chaos,Toma Kami,2020-03-06,296000,7,0.761,0.000297,0.73,0.895,0.108,-7.407,0.0501,89.994,0.263
670,Julia,Super Mama Djombo,Super Mama Djombo,2003-02-23,413453,0,0.55,0.476,0.307,0.264,0.255,-10.672,0.0343,79.027,0.352
671,A Closing,Music from First Cow,William Tyler,2020-03-06,260040,0,0.515,0.814,0.285,0.942,0.0651,-8.63,0.0344,105.214,0.0565
672,Ballerina 12/24,Passion And Warfare,Steve Vai,1990-07,102933,27,0.434,0.494,0.599,0.817,0.227,-14.116,0.0517,134.358,0.0568
673,Cloud Song,Suddenly,Caribou,2020-02-28,410720,24,0.724,0.827,0.235,0.767,0.143,-14.248,0.0368,127.982,0.5
674,Filtered Grand Piano,Suddenly,Caribou,2020-02-28,53253,26,0.226,0.99,0.0232,0.899,0.0896,-30.835,0.0375,115.317,0.276
675,Gomkail,Sacred Flute Music from New Guinea: Madang / Windim Mabu,Ragnar Johnson,2016-04-15,238434,0,0.438,0.987,0.0129,0.903,0.0786,-27.653,0.09,94.038,0.291
676,Yellow Cone - Solo,Yellow Cone,Oceanic,2019-04-19,356658,12,0.791,0.39,0.548,0.918,0.107,-11.055,0.044,130.01,0.0736
677,Like I Loved You,Suddenly,Caribou,2020-02-28,245960,41,0.725,0.391,0.688,0.65,0.114,-9.45,0.0572,100.006,0.638
678,Castles Made of Sand,Late Night Tales: Four Tet,Four Tet,2005-09-13,214766,0,0.397,0.585,0.313,0.0273,0.113,-12.948,0.0344,72.918,0.0875
679,Polly Come Home,Raising Sand,Robert Plant,2007-10-23,336106,33,0.472,0.666,0.131,0.313,0.0932,-16.148,0.026,78.193,0.146
680,Gary's Step,Paradise,Sonny & Linda Sharrock,1975,507266,5,0.387,0.428,0.515,0.634,0.522,-11.066,0.0606,119.986,0.212
681,Where Did He Come from? - Radio Mix,"Soul Power, Vol. 2",Various Artists,2019-07-15,176893,18,0.308,0.0774,0.478,0.000462,0.385,-10.027,0.0342,171.531,0.841
682,Untitled [SAW2 CD1 Track1] - Four Tet Mix,Warp10+3 Remixes,Various Artists,1999-10-11,421160,0,0.329,0.201,0.554,0.868,0.0866,-13.235,0.0555,76.788,0.344
683,Basement Structure,Percee Scan,SCNTST,2013-09-16,410163,15,0.893,0.00107,0.875,0.909,0.107,-6.709,0.223,121.995,0.15
684,Tbilisi,Tbilisi,Nathan Fake,2020-02-12,241146,6,0.526,9.23e-06,0.916,0.901,0.111,-5.932,0.0331,132.211,0.353
685,You Are Here - Four Tet Remix,You Are Here,Nathan Fake,2007-08-20,329173,0,0.645,0.5,0.59,0.946,0.135,-13.318,0.0467,124.969,0.468
686,Baby,Baby,Four Tet,2020-01-23,264464,42,0.792,0.487,0.576,0.00325,0.0972,-9.947,0.248,127.066,0.053
687,Rez - Skee Mask Remix,Rez (Skee Mask Remix),Konx-Om-Pax,2020-01-28,259921,18,0.56,0.0251,0.862,0.859,0.304,-9.225,0.104,180.036,0.177
688,No I Won't,Evans Pyramid (1978 - 1994),Evans Pyramid,2012-05-08,316453,32,0.755,0.151,0.794,0.0274,0.37,-6.348,0.0409,128.516,0.845
689,Madame voyagé,"Nostalgie caraibes, Vol. 2",Robert Loyson,2012-11-17,208533,6,0.693,0.586,0.738,8.11e-06,0.283,-8.272,0.0832,120.023,0.709
690,Open Up The Gate - Original Black Ark Mix,Heart Of The Congos (40th Anniversary Edition),The Congos,1977-03-07,313600,13,0.816,0.589,0.689,0.155,0.126,-6.738,0.0375,130.884,0.677
691,Marimba Dance,Vibes Summit,Various Artists,2016-11-04,208335,5,0.387,0.785,0.272,0.269,0.102,-15.797,0.0528,134.928,0.374
692,Arrival,NYC,Kieran Hebden,2008-10-30,563680,3,0.268,0.644,0.36,0.814,0.0981,-13.604,0.0344,119.712,0.108
693,nuevo roquero estéreo,FLY or DIE II: bird dogs of paradise,Jaimie Branch,2019-10-11,493514,0,0.546,0.193,0.921,0.876,0.286,-10.881,0.0719,115.633,0.682
694,Angarakam - Instrumental,Veena Maestro of India,Sundaram Balachander,1966-12-31,267400,4,0.564,0.984,0.194,0.909,0.173,-22.528,0.0249,85.436,0.61
695,Call Me When I'm Breathing Again,Goes West,William Tyler,2019-01-25,180746,0,0.595,0.931,0.223,0.65,0.123,-11.406,0.0365,128.671,0.209
696,Bron-Yr-Aur - 1993 Remaster,Physical Graffiti (1994 Remaster),Led Zeppelin,1975-02-24,126373,0,0.343,0.667,0.295,0.835,0.0946,-18.524,0.0375,171.668,0.261
697,Baby,Baby,Four Tet,2020-01-23,264464,42,0.792,0.487,0.576,0.00325,0.0972,-9.947,0.248,127.066,0.053
698,Rooted,Rooted,Ola Szmidt,2020-01-17,300000,0,0.265,0.874,0.112,0.105,0.114,-15.743,0.0362,84.123,0.036
699,Vaporware 01,Plays Bee Mask,Donato Dozzy,2013-08-26,349951,34,0.362,0.72,0.603,0.983,0.407,-14.474,0.0492,130.038,0.0373
700,Love in Outer Space,"Haverford College, Jan. 25, 1980 (Solo Rhodes Piano)",Sun Ra,2020-01-10,253288,14,0.44,0.991,0.0648,0.741,0.0802,-20.636,0.0456,135.524,0.115
701,Melodious Wind Song,Radiance,Malcolm Cecil,1981-12-12,88061,8,0.208,0.955,0.275,0.96,0.124,-11.208,0.0316,136.62,0.0466
702,Prism Mirrors Lens,Headless,Sunburned Hand Of The Man,2019-09-05,200554,3,0.629,0.591,0.366,0.772,0.07,-17.391,0.041,75.14,0.748
703,Rare,Rare,Selena Gomez,2020-01-10,220589,65,0.838,0.208,0.545,8.01e-05,0.103,-6.713,0.0706,114.998,0.631
704,Dizzy New Heights - Shanti Celeste Remix,Dizzy New Heights (Shanti Celeste Remix),MJ Cole,2020-01-16,363853,15,0.758,0.000554,0.822,0.907,0.104,-8.488,0.0875,135.009,0.407
705,Tin King,Tin King,Ultraísta,2020-01-14,235080,9,0.516,0.236,0.719,7.44e-05,0.235,-4.55,0.037,137.492,0.132
706,Wings Unfolding,Daedalus,Colman,2019-08-02,445295,5,0.183,0.811,0.273,0.881,0.133,-8.146,0.0333,81.116,0.295
707,She Can Break Walls,Pairs I,Was Fret,2019-01-08,347906,5,0.525,0.27,0.831,0.924,0.069,-10.138,0.0424,129.023,0.038
708,Return To Cascada,Return To Cascada,Konx-Om-Pax,2020-01-16,316917,4,0.771,0.00712,0.576,0.656,0.161,-13.147,0.062,129.987,0.6
709,Embrace,Towers/The Anointing,Brrd,2013-09-16,156351,0,0.512,0.992,0.302,0.955,0.108,-21.441,0.812,61.11,0.613
710,Jala-Tarang,Secret Museum Of Mankind Vol. 5: Ethnic Music Classics 1925-48,Various Artists,2005-06-20,199760,0,0.444,0.618,0.777,0.92,0.212,-14.114,0.0442,103.741,0.618
711,"Percussion sur jal taranga, coupes à eau",Musique de Ceylan (Mono Version),Claudine Panassié,1961-01-01,93206,1,0.395,0.754,0.946,0.746,0.123,-9.399,0.0475,117.659,0.783
712,Stove,Love Tara,Eric's Trip,1993-11-01,174986,0,0.446,0.00762,0.28,0.906,0.112,-20.607,0.0401,99.988,0.242
713,The Windfall (Everything For Nothing),Night Ride Home,Joni Mitchell,1991-02-19,314640,0,0.844,0.742,0.564,0.00406,0.0851,-14.736,0.0333,110.227,0.931
714,Theme From King Heroin,Food For Thought,The J.B.'s,1972-01-01,187640,38,0.49,0.619,0.133,0.654,0.0785,-17.964,0.0295,147.742,0.713
715,"""T"" Plays It Cool - Unedited Version",Trouble Man: 40th Anniversary Expanded Edition,Marvin Gaye,1972-12-08,397493,22,0.716,0.051,0.93,0.809,0.0773,-5.695,0.0373,105.173,0.959
716,1 Mintue,Life Styles,Billy R. Couvson,2005-01-01,146040,4,0.909,0.134,0.711,1.41e-06,0.254,-8.619,0.208,94.755,0.788
717,Pow Wow,Classic Cuts: Northern Soul,Various Artists,2019-05-10,212364,9,0.617,0.0626,0.961,0.312,0.158,-5.462,0.0574,135.902,0.684
718,Jardinez,Qyzyland,Hi & Saberhägen,2016-04-05,364135,5,0.822,0.169,0.613,0.908,0.0837,-12.105,0.0824,119.008,0.344
719,Jaco's Ladder,Autumn Leaves,The Persuader,2014-01-15,313885,5,0.736,0.834,0.668,0.926,0.118,-12.267,0.0435,125.004,0.749
720,HT Conundrum,Bada / HT Conundrum,Route 94,2019-11-15,399422,10,0.777,0.00321,0.435,0.942,0.071,-11.524,0.0834,130.038,0.689
721,Pixel Dreams,Yaroze Dream Suite - EP,Yaroze Dream Suite,2016-10-05,222983,4,0.848,0.901,0.408,0.286,0.0987,-7.688,0.0554,114.958,0.172
722,Midnight Hour with Boys Noize & Ty Dolla $ign - Four Tet Remix,Midnight Hour with Boys Noize & Ty Dolla $ign (Four Tet Remix),Skrillex,2019-12-13,277873,30,0.865,0.0929,0.644,0.00305,0.0655,-6.891,0.0689,125.987,0.195
723,Teenage Birdsong - Overmono Remix,Teenage Birdsong (Overmono Remix),Four Tet,2019-12-09,277678,25,0.416,0.00559,0.91,0.785,0.0795,-6.686,0.0791,204.272,0.611
724,Crystal Coral,Underwater Music,Michel Redolfi,2002-01-01,70560,5,0.331,0.647,0.436,0.0775,0.291,-29.511,0.0967,115.329,0.0371
725,DJ Logic Please Forgive Me,Logic1000,Logic1000,2019-12-06,293858,31,0.829,0.0136,0.928,0.0201,0.317,-8.641,0.0833,123.999,0.522
726,Sample Devon,Steal a Golden Hail,Quirke,2019-12-06,332958,0,0.506,0.00147,0.878,0.867,0.105,-11.253,0.0776,155.023,0.145
727,Dolorous Dick'ead,dgoHn,dgoHn,2019-12-06,310624,16,0.571,0.0304,0.861,0.887,0.135,-5.629,0.0712,170.009,0.134
728,Composition No. 7 With Converging and Diverging Sound Levels,Karel Goeyvaerts: The Serial Works Nos. 1 - 7,Karel Goeyvaerts,1989-01-01,89133,0,0.163,0.995,0.0135,0.933,0.111,-36.036,0.0357,131.755,0.0392
729,New Lover,Flechazo,FaltyDL,2019-12-06,318612,15,0.603,0.00643,0.821,0.909,0.107,-9.161,0.0332,127.023,0.658
730,Baddie Part Two,Logic1000,Logic1000,2019-12-06,247402,26,0.801,0.000535,0.629,0.913,0.0895,-11.029,0.131,130.006,0.0399
731,Teenage Birdsong - Avalon Emerson Scrub Jay Remix,Teenage Birdsong (Avalon Emerson Scrub Jay Remix),Four Tet,2019-11-27,313823,14,0.458,0.01,0.904,0.844,0.113,-7.906,0.0715,100.931,0.531
732,You and I,You and I,Caribou,2019-12-04,243946,0,0.733,0.0716,0.495,0.124,0.114,-8.448,0.0321,111.911,0.478
733,Ana Damir El Motakallim,Mouasalat Ila Jacad El Ard (Habibi Funk 010),Issam Hajali,2019-11-22,702000,0,0.246,0.163,0.67,0.00316,0.313,-8.609,0.0455,74.799,0.421
734,Space Jungle,Vibrations of the Day,Konstrukt,2011-09-06,527151,0,0.257,0.106,0.921,4.45e-05,0.168,-6.901,0.136,137.429,0.339
735,Hosting,Hosting,Mica Levi,2019-11-28,130485,0,0.686,0.994,0.00846,0.392,0.107,-16.511,0.0576,70.676,0.821
736,A Kind Robin,A Kind Robin / Latent Space,J Chrysalis,2019-10-14,371466,8,0.546,0.03,0.856,0.92,0.0896,-12.161,0.0764,119.974,0.397
737,Old Tape,HyperSwim,Various Artists,2019-11-23,470690,14,0.539,0.279,0.555,0.0566,0.305,-14.56,0.0549,121.019,0.337
738,Only You,Only You,Moses Boyd,2019-11-27,286194,7,0.53,7.04e-06,0.778,0.909,0.137,-8.022,0.0388,109.988,0.456
739,Mariah,Exit Strategy,Nikki Nair,2019-03-15,292378,9,0.714,0.0173,0.793,0.698,0.165,-9.646,0.219,132.971,0.203
740,Bromley,Bromley,Joy Orbison,2019-11-14,404075,0,0.51,0.000326,0.701,0.769,0.121,-8.564,0.101,132.979,0.26
741,Want,Tangerine,Shanti Celeste,2019-11-15,338093,19,0.694,0.0206,0.698,0.913,0.13,-9.007,0.0493,140.006,0.648
742,Onglon,Found Sound,Spooky,1996,81133,5,0.881,0.922,0.472,0.902,0.136,-10.481,0.058,109.886,0.0955
743,Track 2,Directions in Music,Directions,1996-04-25,331093,7,0.414,0.508,0.762,0.871,0.325,-9.426,0.0319,112.118,0.582
744,Sieben,Niente,Gruppo di Improvvisazione Nuova Consonanza,1971,124721,0,0.623,0.0794,0.653,0.381,0.1,-13.07,0.0286,99.647,0.355
745,One Minute Please,Rhythmatism,Steve Reid,2019-11-01,60693,0,0.57,0.0102,0.567,0.45,0.158,-14.927,0.372,69.477,0.204
746,Pauke Tanz,At This Point In Time,Elvin Jones,1998-01-01,385106,4,0.472,0.634,0.714,0.844,0.0481,-12.511,0.0716,134.178,0.544
747,Soiree,From Left To Right,Bill Evans,1970,203733,0,0.389,0.972,0.0773,0.92,0.0772,-22.129,0.0392,100.757,0.109
748,Center of Time,The Envoy,Gavilán Rayna Russom,2019-11-15,239286,4,0.315,0.865,0.209,0.668,0.145,-23.892,0.0584,79.925,0.0351
749,Pull Up,English Dubbed,Blanco,2019-11-15,210699,48,0.803,0.573,0.427,0.000136,0.0987,-9.891,0.228,130.15,0.2
750,Joan,Morphism,Nikki Nair,2019-10-11,280648,0,0.938,0.000411,0.639,0.125,0.126,-9.775,0.317,128.02,0.495
